municipality,region,latitude,longitude,russian_lang,elev,dist_road,pop_density,dist_russia,rebel_violence
Patriotychne,Donetsk,47.1686,38.0071,0.311188889,0.137026239,0.052262442,0.016223006,0.129922983,0
Luzhky,Donetsk,47.58245,38.26001,0.427744444,0.233236152,0.013939135,0.018529607,0.030940853,1
Kultura,Donetsk,47.66378,38.31723,0.4459,0.489795918,0.370425112,0.018464438,0.040785425,1
Svitlyy Luch,Donetsk,47.69152,38.30458,0.478122222,0.469387755,0.246883837,0.017495919,0.057815177,0
Pobyeda,Donetsk,47.74837,38.14984,0.506066667,0.317784257,0.258209818,0.018529366,0.138931032,0
Prokhorivske,Donetsk,47.722,38.15136,0.557811111,0.317784257,0.09811146,0.018529366,0.127576834,0
Chervonosilske,Donetsk,47.81964,38.2251,0.6423,0.562682216,0.026224479,0.016660299,0.142887956,0
Tretyaky,Donetsk,47.91312,38.20771,0.609522222,0.588921283,0.077746395,0.015849296,0.193415874,0
Novopelahiyivka,Donetsk,47.98654,38.19743,0.713944444,0.609329446,0.12252753,0.025156519,0.233287054,0
Dubove,Donetsk,47.99413,38.41475,0.474266667,0.574344023,0.255646225,0.00799295,0.202767095,0
Zaroshchenske,Donetsk,47.98956,38.44791,0.553177778,0.559766764,0.295410611,0.007299015,0.198825459,0
Krasnyy Luch,Donetsk,47.87631,38.61861,0.309966667,0.128279883,0.135340965,0.015765921,0.105657148,1
Kozhevnya,Donetsk,47.8805,38.92755,0.198811111,0.131195335,0.295834696,0.007299015,0.00677399,1
Artemovskoe,Donetsk,48.60057,37.94858,0.290866667,0.367346939,0.133849092,0.097940173,0.607082348,0
Klinovoe,Donetsk,48.61351,37.67343,0.306111111,0.451895044,0.271462639,0.007055298,0.68825128,0
Popasnoe,Donetsk,48.5951,37.70201,0.307088889,0.562682216,0.256153648,0.007055298,0.670650551,0
Kvashyne,Donetsk,47.74469,38.58597,0.394411111,0.451895044,0.174657304,0.015849296,0.05215794,0
Mykhaylivka,Donetsk,47.83221,38.13497,0.636811111,0.542274052,0.065426643,0.460110075,0.179905873,0
Heraskivske,Luhansk,49.64716,39.52676,0.056833333,0.524781341,0.184651531,0.007158514,0.052470782,0
Radhospnyy,Luhansk,49.67644,39.2341,0.065066667,0.472303207,0.251643796,0.010089722,0.055332683,0
Tymoshyne,Luhansk,49.67546,38.80419,0.031822222,0.463556851,0.218754246,0.007189489,0.107246134,0
Kuplyuvate,Luhansk,49.72587,38.77343,0.142266667,0.478134111,0.115317517,0.00747123,0.092368403,0
Illichivka,Luhansk,49.9339,38.44387,0.124111111,0.504373178,0.443025631,0.006915213,0.031805775,0
Zahirya,Luhansk,49.9194,38.46476,0.098466667,0.498542274,0.286869394,0.006915213,0.03505799,0
Yablunivka,Luhansk,49.64836,38.09358,0.146644444,0.259475219,0.657211834,0.010873341,0.158452137,0
Novopokrovka,Luhansk,49.75571,38.76673,0.148033333,0.454810496,0.141715713,0.00709268,0.076727215,0
Mankivka,Luhansk,49.59059,38.40523,0.054877778,0.457725948,0.302283578,0.007029803,0.219990668,0
Baranycheve,Luhansk,49.74925,38.11786,0.452188889,0.448979592,0.580311396,0.007243774,0.107138663,0
Kulykivka Petrivske,Luhansk,49.67402,38.19336,0.207466667,0.262390671,0.115075848,0.009156508,0.152896833,0
Oleksiyivka,Luhansk,49.4288,40.06001,0.300444444,0.548104956,0.412069108,0.007622196,0.056583128,0
Dzerzhynske,Luhansk,49.30016,39.97334,0.198711111,0.451895044,0.29374799,0.007947846,0.075311224,1
Zarichne,Luhansk,49.33987,39.96377,0.201766667,0.297376093,0.030987719,0.007947846,0.097893678,0
Uzlissya,Luhansk,49.17688,39.78499,0.110488889,0.390670554,0.295778512,0.007272797,0.06234209,0
Pobyeda,Luhansk,49.04333,39.11826,0.140044444,0.411078717,0.149469023,0.00784662,0.309338851,1
Vesele,Luhansk,49.30171,39.17136,0.201755556,0.454810496,0.014166607,0.015800481,0.266136805,0
Sychanske,Luhansk,49.43632,39.39807,0.0692,0.548104956,0.162983086,0.007158514,0.171526936,0
Stepove,Luhansk,49.12511,39.38405,0.191333333,0.533527697,0.422183983,0.007272797,0.167057719,1
Shnurky,Donetsk,48.90673,37.30634,0.132755556,0.361516035,0.420177023,0.012800859,0.705243827,0
Maydan,Donetsk,48.84501,37.26832,0.211711111,0.195335277,0.011847913,0.01280105,0.746057497,0
Holubivka,Donetsk,48.69724,37.12927,0.098855556,0.574344023,0.447432174,0.009694312,0.859624092,0
Zakhidne,Luhansk,49.30002,39.28173,0.118333333,0.571428571,0.116847602,0.014485982,0.25307101,0
Orikhove,Luhansk,49.23774,39.17378,0.199955556,0.521865889,0.030987954,0.015800481,0.299725728,1
Yakovlivka,Donetsk,48.70351,37.24723,0.183022222,0.27696793,0.223191391,0.009694312,0.818859295,0
Starovarvarivka,Donetsk,48.68083,37.22874,0.187944444,0.376093294,0.182373499,0.009694312,0.835272553,0
Lidyne,Donetsk,48.59324,37.18671,0.0778,0.556851312,0.198045846,0.010107224,0.860931837,0
Krynytsi,Donetsk,48.65867,37.12076,0.120177778,0.370262391,0.50056236,0.009694312,0.880033303,0
Petrivske,Donetsk,48.56605,37.17572,0.115677778,0.588921283,0.122510739,0.009454298,0.855266921,1
Vesele,Donetsk,48.54886,37.28941,0.2069,0.358600583,0.380119982,0.010401495,0.801568174,0
Kucheriv Yar,Donetsk,48.50881,37.2779,0.195233333,0.530612245,0.578868552,0.009454298,0.790804048,0
Vesele Pole,Donetsk,48.53817,37.10037,0.2392,0.606413994,0.316427929,0.009454298,0.877594369,0
Pervomayske,Donetsk,48.54191,37.08074,0.245355556,0.588921283,0.275584324,0.009466415,0.887556836,1
Kopani,Donetsk,48.54413,37.03971,0.184888889,0.559766764,0.033689168,0.009655984,0.906544201,0
Novoukrayinka,Donetsk,48.54351,37.02027,0.176844444,0.591836735,0.08479857,0.009655984,0.915036399,0
Bokove,Donetsk,48.52086,37.0298,0.232655556,0.565597668,0.079955427,0.115412858,0.903043712,0
Novyy Donbas,Donetsk,48.45036,37.1796,0.174222222,0.559766764,0.446044496,0.009454298,0.811751169,0
Matyasheve,Donetsk,48.40919,37.06338,0.146266667,0.405247813,0.015548668,0.009454298,0.851002256,0
Krasnopodillya,Donetsk,48.42006,37.08836,0.149244444,0.443148688,0.165667387,0.078372684,0.842890099,0
Svitle,Donetsk,48.3984,37.11535,0.151677778,0.495626822,0.322067349,0.216152735,0.823402417,0
Vasylivka,Donetsk,48.358,37.03547,0.085388889,0.413994169,0.052633853,0.009792015,0.848427317,0
Lunacharske,Donetsk,48.37973,37.28446,0.306922222,0.440233236,0.174593295,0.010033077,0.740616021,0
Razine,Donetsk,48.36649,37.31311,0.247744444,0.309037901,0.031277021,0.010988525,0.723328979,0
Boykivka,Donetsk,48.40052,37.3078,0.0998,0.29154519,0.084437251,0.009570782,0.737834242,0
Mayak,Donetsk,48.42571,37.31896,0.204477778,0.274052478,0.183975748,0.009454298,0.742273713,1
Pankivka,Donetsk,48.43593,37.32904,0.204477778,0.268221574,0.15705252,0.009454298,0.741817237,0
Ivanivka,Donetsk,48.43951,37.22854,0.253922222,0.580174927,0.636768211,0.009454298,0.786347505,1
Dorozhnye,Donetsk,48.42095,37.22562,0.286355556,0.56851312,0.600229923,0.009454298,0.781083123,1
Vilne,Donetsk,48.47163,37.22432,0.162533333,0.60058309,0.5303265,0.009454298,0.799714242,0
Dymytrove,Donetsk,48.25417,37.04887,0.1552,0.551020408,0.039289185,0.017703996,0.811720662,0
Krasnyy Lyman,Donetsk,48.34252,37.24026,0.4854,0.478134111,0.243689916,0.164117889,0.747715586,0
Kurytsyne,Donetsk,48.56424,36.99135,0.191933333,0.469387755,0.210714623,0.00968966,0.935107709,0
Svitle,Donetsk,48.30787,37.22555,0.480211111,0.542274052,0.035759406,0.493773405,0.743187022,0
Rivne,Donetsk,48.29888,37.22043,0.370877778,0.591836735,0.020012925,0.493773405,0.742716138,1
Balahan,Donetsk,48.2916,37.29725,0.456733333,0.481049563,0.151123761,0.011367429,0.704812867,1
Moskovske,Donetsk,48.28152,37.30438,0.386288889,0.545189504,0.071469021,0.011367429,0.698227378,1
Promin,Donetsk,48.26866,37.31742,0.3629,0.597667638,0.020356419,0.011367429,0.688022283,0
Mykolayivka,Donetsk,48.25089,37.33285,0.301233333,0.527696793,0.12180694,0.011367429,0.675120891,0
Sukhyy Yar,Donetsk,48.23365,37.27707,0.307344444,0.574344023,0.333505154,0.062587967,0.695734303,0
Buzynivka,Donetsk,48.63336,36.75899,0.1141,0.405247813,0.007523523,0.009694312,0.902003637,0
Krutyy Yar,Donetsk,48.23284,37.33677,0.299644444,0.571428571,0.234353773,0.011367429,0.667482113,0
Novoukrayinka,Donetsk,48.22838,37.1957,0.191966667,0.49271137,0.136714453,0.011367429,0.733127853,0
Novopavlivka,Donetsk,48.24822,37.2177,0.234277778,0.56851312,0.018486351,0.011367429,0.728393383,0
Hnativka,Donetsk,48.26193,37.20906,0.252211111,0.583090379,0.013926137,0.38587083,0.736647773,0
Rih,Donetsk,48.27392,37.20642,0.308066667,0.583090379,0.028550647,0.596731705,0.741550824,0
Chunyshyne,Donetsk,48.23788,37.20607,0.191966667,0.524781341,0.073796299,0.011367429,0.730896019,0
Novyy Trud,Donetsk,48.21248,37.17296,0.133744444,0.428571429,0.160736243,0.011367429,0.739477233,0
Petrivka,Donetsk,48.17106,37.20816,0.165488889,0.422740525,0.257285809,0.011367429,0.710444173,1
Novopustynka,Donetsk,48.19292,37.10284,0.192855556,0.379008746,0.086555038,0.04922022,0.768187183,0
Vovkove,Donetsk,48.23012,37.08063,0.145355556,0.518950437,0.14721229,0.011367429,0.789415475,0
Solone,Donetsk,48.21252,37.05005,0.204733333,0.387755102,0.023413079,0.011367429,0.799620637,0
Uspenivka,Donetsk,48.20001,37.01942,0.154066667,0.352769679,0.028183657,0.011367429,0.811538729,0
Troyanda,Donetsk,48.26384,37.14076,0.189288889,0.510204082,0.146040735,0.552139047,0.770007003,0
Pershe Travnya,Donetsk,48.2523,37.12328,0.2121,0.495626822,0.186276967,0.292333258,0.775112026,1
Nadezhdynka,Donetsk,48.13991,37.00579,0.215433333,0.413994169,0.37389433,0.011367429,0.803341925,0
Novoandriyivka,Donetsk,48.10718,37.04055,0.233266667,0.472303207,0.283919559,0.011367429,0.777773103,0
Yasenove,Donetsk,48.10631,37.06536,0.233266667,0.489795918,0.137441816,0.011362739,0.764857325,0
Ukrayinka,Donetsk,48.11525,37.09792,0.169155556,0.460641399,0.07718798,0.011308105,0.750437664,0
Hulive,Donetsk,48.3758,36.96898,0.0743,0.457725948,0.020916704,0.009454298,0.885645797,0
Petrivske,Donetsk,48.38345,36.8621,0.053044444,0.314868805,0.163181866,0.009454364,0.939540781,0
Zorya,Donetsk,48.08068,37.18256,0.278777778,0.43148688,0.170249943,0.011367429,0.698961343,0
Novodmytrivka,Donetsk,48.08695,37.22097,0.285855556,0.483965015,0.035477222,0.011367429,0.681197524,0
Pushkine,Donetsk,48.13506,37.14102,0.151377778,0.533527697,0.343157196,0.011367429,0.733747516,0
Vorovske,Donetsk,48.14542,37.18449,0.178011111,0.536443149,0.465708568,0.011367429,0.714895013,0
Novooleksiyivka,Donetsk,48.13178,37.20677,0.174033333,0.548104956,0.300781644,0.011367429,0.700168715,0
Stari Terny,Donetsk,48.01714,37.2113,0.238566667,0.393586006,0.047215832,0.018607904,0.669040808,0
Berestky,Donetsk,48.01246,37.25907,0.377311111,0.408163265,0.033951783,0.022914449,0.643408136,0
Leninske,Donetsk,48.1634,37.23127,0.246722222,0.419825073,0.183486321,0.028504771,0.697015671,1
Voznesenka,Donetsk,48.05926,37.25792,0.439811111,0.440233236,0.234692452,0.106267411,0.655517638,1
Kreminna Balka,Donetsk,48.07006,37.28636,0.513066667,0.516034985,0.345982937,0.106267411,0.6440893,0
Izmaylivka,Donetsk,48.05463,37.34124,0.526833333,0.527696793,0.248249395,0.291760206,0.61270028,0
Stepanivka,Donetsk,47.99898,37.31931,0.515711111,0.268221574,0.091142306,0.027643038,0.609407788,1
Oleksandropil,Donetsk,48.01112,37.39082,0.412433333,0.38483965,0.039355019,0.200075851,0.576428489,0
Zoryane,Donetsk,48.04066,37.41404,0.464066667,0.405247813,0.203365574,0.200075851,0.57301827,0
Karlivka,Donetsk,48.11061,37.48713,0.4547,0.43148688,0.036383358,0.02332001,0.558544169,1
Lisivka,Donetsk,48.09737,37.38011,0.516411111,0.588921283,0.051941563,0.020611643,0.605860053,0
Novoserhiyivka,Donetsk,48.20391,36.9759,0.196177778,0.300291545,0.066718097,0.011367429,0.834374368,0
Novooleksandrivka,Donetsk,48.19335,36.99385,0.196177778,0.349854227,0.022004117,0.011367429,0.822644572,0
Kotlyarivka,Donetsk,48.1353,36.93526,0.157833333,0.437317784,0.385630061,0.011367429,0.838466158,0
Bohdanivka,Donetsk,48.09005,36.96388,0.235711111,0.419825073,0.493102539,0.011367429,0.813532088,1
Memryk,Donetsk,48.12273,37.39818,0.448411111,0.536443149,0.081974273,0.020611643,0.604511114,0
Kalynove,Donetsk,48.13931,37.44119,0.451377778,0.61516035,0.034367553,0.013500535,0.589098878,1
Ptyche,Donetsk,48.16718,37.45493,0.474744444,0.603498542,0.232960248,0.013618158,0.591598451,0
Zavitne,Donetsk,48.1858,37.44164,0.419711111,0.539358601,0.15204161,0.013618158,0.603804403,0
Mykolayivka,Donetsk,48.18621,37.43294,0.419711111,0.536443149,0.116488651,0.013618158,0.607932978,0
Zelenyy Hay,Donetsk,48.06775,36.62984,0.270977778,0.271137026,0.203624805,0.010990025,0.986182112,0
Hrushivske,Donetsk,48.04971,36.71114,0.408644444,0.268221574,0.16972578,0.010718287,0.93939811,0
Chervona Zirka,Donetsk,48.03611,36.72238,0.408644444,0.27696793,0.071005006,0.010990025,0.931003671,0
Zaporizhzhya,Donetsk,48.03523,36.76051,0.429644444,0.271137026,0.159370806,0.010990025,0.910378221,0
Novozhelanne,Donetsk,48.17632,37.42914,0.436566667,0.586005831,0.080487562,0.013618158,0.60647246,0
Skuchne,Donetsk,48.16499,37.49228,0.445377778,0.478134111,0.251979949,0.015645585,0.573787529,0
Mezhove,Donetsk,48.18111,37.48941,0.427666667,0.478134111,0.14654476,0.022382136,0.580523517,0
Orlivka,Donetsk,48.21232,37.37816,0.3093,0.591836735,0.172880653,0.011405059,0.641689947,1
Vovche,Donetsk,48.23409,37.48858,0.407488889,0.588921283,0.191812278,0.012383158,0.599363786,0
Prohres,Donetsk,48.24313,37.49308,0.296311111,0.635568513,0.244476926,0.012383158,0.600653408,1
Vesele,Donetsk,48.23841,37.43701,0.341455556,0.580174927,0.131967233,0.012273312,0.623653043,0
Serhiyivka,Donetsk,48.21896,37.41263,0.362744444,0.565597668,0.053389833,0.011405059,0.628041816,0
Lysychne,Donetsk,48.27498,37.46003,0.2998,0.571428571,0.333236791,0.011367429,0.626489953,0
Svyrydonivka,Donetsk,48.28287,37.44349,0.241711111,0.50728863,0.248290178,0.011367429,0.636508033,0
Yelyzavetivka,Donetsk,48.30339,37.44923,0.268088889,0.521865889,0.201530814,0.011276477,0.641515283,0
Mykhaylivka,Donetsk,48.3032,37.37014,0.333811111,0.422740525,0.110360335,0.011367429,0.675899075,0
Lenine,Donetsk,48.24247,36.92962,0.092066667,0.524781341,0.026760137,0.011354081,0.867550171,0
Myrolyubivka,Donetsk,48.30105,37.37625,0.327466667,0.481049563,0.102887015,0.011367429,0.672441306,0
Myrne,Donetsk,48.33527,37.37982,0.277766667,0.416909621,0.009927124,0.011099235,0.683040018,1
Novotoretske,Donetsk,48.28783,37.41527,0.250911111,0.425655977,0.067933764,0.011367429,0.650591421,0
Tymofiyivka,Donetsk,48.28231,37.48957,0.248833333,0.565597668,0.367102337,0.011367429,0.616530329,0
Nevelske,Donetsk,48.05956,37.57542,0.456744444,0.559766764,0.2521772,0.018111681,0.501122575,1
Abakumova,Donetsk,48.00222,37.59721,0.4508,0.510204082,0.126700264,0.122468313,0.47321771,0
Lozove,Donetsk,48.00383,37.63831,0.491322222,0.524781341,0.134812972,0.153637521,0.454145353,1
Netaylove,Donetsk,48.10701,37.54795,0.389822222,0.472303207,0.052180535,0.015156474,0.529142769,1
Yasnobrodivka,Donetsk,48.13683,37.5392,0.433333333,0.460641399,0.126022864,0.015156474,0.543053861,0
Semenivka,Donetsk,48.17843,37.62971,0.481055556,0.495626822,0.300762223,0.015156474,0.518488643,0
Novopokrovske,Donetsk,48.20433,37.56856,0.425311111,0.583090379,0.010989438,0.015156474,0.554014191,0
Novobakhmutivka,Donetsk,48.2273,37.62023,0.395233333,0.667638484,0.030671349,0.015156474,0.541228056,1
Voskhod,Donetsk,48.22602,37.52918,0.354966667,0.577259475,0.143528089,0.013542208,0.578850114,0
Yevhenivka,Donetsk,48.23526,37.53768,0.324911111,0.61516035,0.208537185,0.013542208,0.578615759,0
Sokil,Donetsk,48.23228,37.5523,0.324911111,0.647230321,0.199240315,0.015156474,0.571305936,1
Novooleksandrivka,Donetsk,48.28142,37.55449,0.310377778,0.583090379,0.514522545,0.012225362,0.589144109,0
Vitrohon,Luhansk,49.14915,39.74396,0.1771,0.478134111,0.482410729,0.007272797,0.056234561,0
Uzlissya,Luhansk,49.16661,39.80811,0.110488889,0.344023324,0.133372033,0.007272797,0.05437629,0
Vodyane Druhe,Donetsk,48.33389,37.50067,0.292488889,0.50728863,0.107131723,0.007189306,0.631556951,0
Berezivka,Donetsk,48.34197,37.51344,0.301755556,0.481049563,0.122644916,0.007189306,0.629541422,0
Zelene Pole,Donetsk,48.32878,37.57555,0.413266667,0.556851312,0.484849962,0.00913633,0.599591492,0
Lozuvatske,Donetsk,48.27573,37.51227,0.248833333,0.612244898,0.451166426,0.011377674,0.604479604,0
Pisky,Donetsk,48.06693,37.66642,0.417622222,0.55393586,0.003976425,0.015156474,0.462058736,1
Vesele,Donetsk,48.06111,37.71948,0.549344444,0.61516035,0.092018518,0.546298832,0.436759659,0
Lozivskyy,Donetsk,48.01969,37.71143,0.604666667,0.66180758,0.081462595,0.770392552,0.425655084,0
Spartak,Donetsk,48.07896,37.7635,0.612522222,0.670553936,0.107257457,0.4969648,0.424945655,1
Mineralne,Donetsk,48.09969,37.82542,0.605844444,0.606413994,0.218829957,0.166195534,0.408778402,0
Opytne,Donetsk,48.09641,37.71959,0.5753,0.580174927,0.288480206,0.062243401,0.449825286,1
Vodyane,Donetsk,48.09549,37.67141,0.4515,0.504373178,0.174318429,0.015156474,0.470009166,1
Syeverne,Donetsk,48.12772,37.66377,0.464555556,0.521865889,0.335940205,0.015156474,0.485104583,1
Lastochkyne,Donetsk,48.14824,37.68145,0.540844444,0.527696793,0.506081845,0.222058319,0.485461301,0
Petrivske,Donetsk,48.19569,37.67847,0.467522222,0.623906706,0.45770688,0.07062033,0.505285095,0
Berdychi,Donetsk,48.193600000000004,37.64045,0.4206,0.542274052,0.267743897,0.015156474,0.519847039,0
Krasnohorivka,Donetsk,48.2045,37.72491,0.5658,0.56851312,0.210923933,0.065409325,0.490708229,1
Novokalynove,Donetsk,48.24135,37.68585,0.550666667,0.60058309,0.359887005,0.015156474,0.520945102,1
Hnativka,Donetsk,48.32715,37.67707,0.3134,0.443148688,0.321064248,0.008409588,0.560364281,0
Sukha Balka,Donetsk,48.31868,37.75941,0.1725,0.571428571,0.050910461,0.012445436,0.525955504,0
Valentynivka,Donetsk,48.30925,37.76402,0.235977778,0.545189504,0.115052924,0.012445436,0.520205838,0
Panteleymonivka,Donetsk,48.29816,37.77163,0.3092,0.536443149,0.186569079,0.012445436,0.512652442,0
Novoselivka,Donetsk,48.26797,37.84532,0.528677778,0.314868805,0.347504539,0.048652277,0.473287611,1
Yuryivka,Donetsk,48.31314,37.82748,0.363666667,0.408163265,0.136614453,0.244635722,0.499683149,0
Haharina,Donetsk,48.33518,37.92955,0.738455556,0.612244898,0.062966451,0.279419117,0.478027709,1
Zalizna Balka,Donetsk,48.32009,37.92156,0.738455556,0.408163265,0.158201826,0.353818056,0.473117353,0
Krasnyy Partyzan,Donetsk,48.25784,37.90711,0.661388889,0.440233236,0.277093079,0.276829122,0.448135837,0
Stavky,Donetsk,48.24951,37.93917,0.658022222,0.565597668,0.249018146,0.334471375,0.434185527,1
Troyitske,Donetsk,48.25279,37.85329,0.503011111,0.379008746,0.236981735,0.048652277,0.463759477,1
Kamyanka,Donetsk,48.17398,37.78629,0.649777778,0.597667638,0.00331475,0.015156474,0.454751227,1
Kruta Balka,Donetsk,48.14717,37.81938,0.608622222,0.632653061,0.152075091,0.099415726,0.431099499,0
Kashtanove,Donetsk,48.12143,37.82845,0.639522222,0.717201166,0.195361195,0.166195534,0.416766458,1
Vasylivka,Donetsk,48.17061,37.85267,0.5982,0.463556851,0.219353757,0.015156474,0.428294504,0
Shevchenko Pershe,Donetsk,48.37091,37.40178,0.2563,0.527696793,0.232482722,0.011099235,0.686761517,0
Toretske,Donetsk,48.49804,37.36749,0.215555556,0.274052478,0.130033026,0.008596659,0.75002317,0
Nova Poltavka,Donetsk,48.3649,37.48919,0.220488889,0.580174927,0.091252721,0.007116996,0.648372049,0
Krasnyy Kut,Donetsk,48.55697,37.40679,0.2528,0.209912536,0.216293681,0.194706438,0.758627534,0
Novopavlivka,Donetsk,48.51819,37.41767,0.220844444,0.344023324,0.014608113,0.007055298,0.738420979,0
Torske,Donetsk,48.54716,37.41913,0.2528,0.309037901,0.114942443,0.025986311,0.749842293,0
Toretske,Donetsk,48.56071,37.42498,0.169577778,0.201166181,0.156361709,0.025986311,0.753298661,0
Petrivka,Donetsk,48.56522,37.45235,0.235777778,0.259475219,0.097171157,0.025986311,0.745008992,1
Novoandriyivka,Donetsk,48.59921,37.34798,0.1207,0.364431487,0.360855088,0.010398097,0.798669322,0
Hirnyak,Donetsk,48.60147,37.477,0.277988889,0.160349854,0.14971954,0.403608983,0.75086334,0
Donskyy,Donetsk,48.61301,37.49047,0.302655556,0.160349854,0.134733043,0.403608983,0.750787336,0
Starorayske,Donetsk,48.6084,37.44582,0.246911111,0.279883382,0.353207165,0.251684039,0.765506894,0
Rohanske,Donetsk,48.64865,37.36318,0.2397,0.422740525,0.251524235,0.01280105,0.812567943,0
Pryvillya,Donetsk,48.70981,37.38296,0.437666667,0.413994169,0.024254581,0.121045533,0.77685401,0
Dmytrivka,Donetsk,48.75405,37.38665,0.320066667,0.227405248,0.310597044,0.137221458,0.753938843,0
Oktyabrske,Donetsk,48.77045,37.33639,0.376322222,0.233236152,0.361100947,0.01280105,0.760151085,1
Oleksandrivka,Donetsk,48.81679,37.38586,0.291277778,0.206997085,0.021880134,0.038413399,0.723397295,1
Torets,Donetsk,48.8655,37.49294,0.2223,0.326530612,0.271056904,0.01280105,0.670220703,1
Mazanivka,Donetsk,48.99279,37.35443,0.200577778,0.448979592,0.348159419,0.012406002,0.649989874,0
Hlyboka Makatykha,Donetsk,48.89737,37.54928,0.263666667,0.428571429,0.278656945,0.08314602,0.640042435,0
Myrne,Donetsk,48.85531,37.53919,0.299988889,0.279883382,0.09178453,0.071415853,0.663952411,1
Sobolivka,Donetsk,48.89205,37.58978,0.412022222,0.405247813,0.157383494,0.322141772,0.633368775,0
Seleznivka,Donetsk,48.86092,37.66453,0.431788889,0.160349854,0.114949194,0.585234498,0.634451658,0
Vysokoivanivka,Donetsk,48.85304,37.70942,0.425933333,0.297376093,0.163716279,0.129814008,0.6308368,0
Kalenyky,Donetsk,48.843,37.9122,0.102166667,0.279883382,0.468722805,0.009910037,0.613186008,0
Riznikivka,Donetsk,48.83909,37.91364,0.091888889,0.332361516,0.483221112,0.009910037,0.615288312,0
Brusivka,Donetsk,48.9099,37.78146,0.252088889,0.177842566,0.59602004,0.028345125,0.589071274,0
Dibrova,Donetsk,48.76425,37.83259,0.206633333,0.545189504,0.076447536,0.012935478,0.663568434,0
Fedorivka Druha,Donetsk,48.76106,37.8489,0.206633333,0.466472303,0.109196273,0.013618125,0.66383137,0
Nykonorivka,Donetsk,48.76913,37.73633,0.397777778,0.463556851,0.207236209,0.034850351,0.672332638,0
Vasylivska Pustosh,Donetsk,48.75928,37.69727,0.494911111,0.39941691,0.374841788,0.110541887,0.683513837,0
Novoselivka,Donetsk,48.67561,37.61253,0.437655556,0.262390671,0.147123643,0.238959816,0.736587435,1
Ashurkove,Donetsk,48.66654,37.64457,0.3881,0.29154519,0.108779338,0.064176768,0.722169678,0
Semenivka,Donetsk,48.66574,37.65442,0.330944444,0.282798834,0.085460827,0.064176768,0.718713523,0
Vasyutynske,Donetsk,48.71386,37.72694,0.304711111,0.413994169,0.430654315,0.016812247,0.703861488,0
Pershomaryivka,Donetsk,48.73168,37.69763,0.331333333,0.373177843,0.419276174,0.196636687,0.69843272,0
Tykhonivka,Donetsk,48.71728,37.77993,0.210955556,0.565597668,0.368734904,0.01280105,0.695213201,0
Holubivka,Donetsk,48.71136,37.84664,0.219277778,0.451895044,0.166950598,0.013675658,0.687609612,0
Novomarkove,Donetsk,48.67134,37.82358,0.218988889,0.606413994,0.435663055,0.012436624,0.673054397,0
Kalinina,Donetsk,48.61103,37.85991,0.188555556,0.606413994,0.133102655,0.157962482,0.633428565,1
Podilske,Donetsk,48.57012,37.77028,0.186255556,0.335276968,0.209451822,0.007065839,0.638015025,0
Chervone,Donetsk,48.5572,37.78363,0.209733333,0.486880466,0.137895906,0.007065839,0.627855901,1
Levanivskoho,Donetsk,48.57079,37.82087,0.294644444,0.56851312,0.146176023,0.375495031,0.623790652,0
Pivdennyy,Donetsk,48.55535,37.81614,0.329222222,0.574344023,0.060608593,0.375495031,0.617558306,0
Pivnichnyy,Donetsk,48.59489,37.80998,0.202166667,0.714285714,0.047513491,0.201127072,0.638654555,0
Dubovo-Vasylivka,Donetsk,48.64813,37.92428,0.212322222,0.44606414,0.269895706,0.013675658,0.637141231,0
Stinky,Donetsk,48.57889,37.73868,0.2416,0.33819242,0.182093874,0.007055298,0.651722646,0
Molocharka,Donetsk,48.55827,37.70976,0.305666667,0.332361516,0.329228624,0.007055298,0.650945099,0
Novodmytrivka,Donetsk,48.54676,37.7311,0.250711111,0.475218659,0.206076327,0.007055298,0.63884308,0
Stupochky,Donetsk,48.53058,37.82239,0.354922222,0.408163265,0.103792105,0.007055298,0.603711236,0
Osykove,Donetsk,48.56032,37.62728,0.371944444,0.186588921,0.640158719,0.409042737,0.679075876,0
Pervomayskyy,Donetsk,48.55013,37.66931,0.340022222,0.393586006,0.414068261,0.187678065,0.660299978,0
Krasnyy Horodok,Donetsk,48.50898,37.68472,0.323055556,0.335276968,0.147179751,0.667905322,0.636436166,0
Krasnyy Oktyabr,Donetsk,48.49855,37.70617,0.314255556,0.422740525,0.005763897,0.167964098,0.624525953,1
Surove,Donetsk,48.64433,37.53849,0.387588889,0.265306122,0.345313059,0.32255655,0.747238104,0
Molokove,Donetsk,48.6291,37.5273,0.364822222,0.201166181,0.223957442,0.32255655,0.744456557,0
Chervonozoryane,Donetsk,48.63397,37.58947,0.439066667,0.521865889,0.45385974,0.029404185,0.725108743,0
Berestok,Donetsk,48.47515,37.69262,0.323055556,0.49271137,0.051308428,0.167964098,0.618500006,0
Zorya,Donetsk,48.35854,37.67578,0.277255556,0.44606414,0.291455052,0.007055298,0.573889591,0
Dyliyivka,Donetsk,48.46021,37.88442,0.635733333,0.510204082,0.643411156,0.008275398,0.551820691,0
Pleshchiyivka,Donetsk,48.45374,37.78159,0.218422222,0.262390671,0.471968265,0.007055298,0.579375366,0
Nelipivka,Donetsk,48.44987,37.78762,0.207533333,0.332361516,0.509509439,0.007055298,0.575661833,0
Leonidivka,Donetsk,48.36783,37.798,0.235233333,0.294460641,0.254565618,0.32642577,0.534391425,0
